Date,Close,High,Low,Open,Volume
2023-10-30,711.0171508789062,713.3391600901615,699.9097753123232,700.5560993380782,23310982
2023-10-31,706.8997192382812,720.0658162779376,705.7028013255851,720.0658162779376,32634824
2023-11-01,705.9422607421875,707.3546006535829,700.077362339955,700.077362339955,33877466
2023-11-02,707.0194702148438,713.6025192857455,702.4233167339939,710.9692996573848,45225154
2023-11-03,710.370849609375,714.0334304636632,709.3654501545199,712.4056102569502,18095340
2023-11-06,715.517578125,717.193263319672,710.0117553425058,717.193263319672,25593730
2023-11-07,712.0465087890625,715.2781873463503,707.234875115352,715.2781873463503,41952848
2023-11-08,714.1052856445312,715.0148966273784,709.0542679881736,710.466607940081,31399546
2023-11-09,711.280517578125,714.607926311971,710.2511563874616,711.4480744130556,22116740
2023-11-10,714.0812377929688,716.2356900692465,708.5993770450763,708.6232803377466,14015186
2023-11-13,712.78857421875,716.2117126727126,711.4001377601898,714.3684707875195,20605914
2023-11-15,720.2574462890625,723.3933366396359,718.4142041069291,720.1137927400063,41245460
2023-11-16,722.1484985351562,727.2473809327844,719.9461810912933,722.7948225701767,29713838
2023-11-17,720.592529296875,721.7415823105994,712.8843887631724,713.3631559819523,23701874
2023-11-20,720.6404418945312,724.3748498248017,718.8929881852589,724.3748498248017,19331452
2023-11-21,726.7445678710938,728.6835981949724,723.9437917480229,727.2472967530639,24959972
2023-11-22,724.1593017578125,727.7260937743376,719.8503972552013,727.7260937743376,29123650
2023-11-23,728.3485717773438,729.5693930831869,722.220328180805,722.220328180805,13046220
2023-11-24,733.5192260742188,734.0219550188177,727.654327789123,728.3006518298484,16469192
2023-11-28,731.8674926757812,735.9848789111071,730.5030178431152,735.0033827728541,28489338
2023-11-29,746.4699096679688,748.3131517440087,733.9501353957551,734.3810375748553,34042488
2023-11-30,746.3023071289062,752.8374324125391,738.3308218551477,751.2575357769422,69491440
2023-12-01,744.674560546875,749.6297896841719,743.0946053120196,745.871478620776,22153536
2023-12-04,770.5278930664062,771.7726760164909,753.4119667837824,760.2822639666176,50662456
2023-12-05,777.374267578125,784.6994290053266,773.9271671672425,783.5025110233172,52230820
2023-12-06,779.3372802734375,784.4361042559843,773.9990142449448,784.4361042559843,38613060
2023-12-07,780.6058959960938,782.3055427986936,773.7834639368028,777.9966383401941,20450386
2023-12-08,791.4979248046875,792.3597291563016,780.605970823838,780.605970823838,33728038
2023-12-11,790.444580078125,796.5248996245001,788.5295114407461,789.9897746540502,23187620
2023-12-12,782.5928344726562,792.9581557902037,781.2762247045517,791.9766596766761,36581476
2023-12-13,780.8214111328125,783.2631120796166,773.2568662574292,781.563465201162,29346914
2023-12-14,790.0376586914062,794.2507747290626,787.5719960728002,788.0507632436652,35172366
2023-12-15,793.101806640625,798.5836675519721,788.3380380661904,789.9658581899005,138837130
2023-12-18,792.69482421875,797.0037289891579,790.4206800343679,795.0886602023099,18014754
2023-12-19,791.3543090820312,794.1072204559873,787.1172310907685,789.9658725265142,24008446
2023-12-20,793.3171997070312,799.038444004139,787.308648353673,793.795966876438,34232520
2023-12-21,807.5365600585938,808.9968233004131,790.0855201370065,793.31719852569,36589240
2023-12-22,799.9481811523438,807.1536510402615,798.1528041148157,806.0524630799391,48578850
2023-12-26,805.5018920898438,807.1775773726962,798.847074435413,801.0972570093661,18045856
2023-12-27,815.4841918945312,817.0162235511344,803.6586070355986,805.0470435987298,27009078
2023-12-28,816.4177856445312,824.149887782185,814.8617922105217,818.3568162242175,44076470
2023-12-29,818.3328247070312,821.0378710363707,811.9891593992248,812.4679265922668,25011426
